,a,aaa,aaa,c,d,end1
e_n-1$d-+-t_n$6.0-12.0-+-t_n-1$0.0-5.0,0.0,1.0,0.0,-1.0,0.0,0.0
e_n-1$d-+-tq_n$q2-+-tq_n-1$q3,0.0,1.0,0.0,-1.0,0.0,0.0
e_n-1$d-+-e_n-2$a-+-t_n-1$0.0-5.0,0.0,1.0,0.0,-1.0,0.0,0.0
e_n-1$d-+-t_n-1$0.0-5.0-+-t_n-2$0.0-5.0,0.0,1.0,0.0,-1.0,0.0,0.0
e_n-1$a-+-t_n$0.0-5.0,0.0,0.0,0.25,-0.275,0.025,0.0
e_n-1$a-+-t_n$0.0-5.0-+-t_n-1$0.0-5.0,0.0,0.0,-0.125,-0.875,1.0,0.0
e_n-1$a-+-t_n+1$6.0-12.0,-0.7708333333333334,-0.9583333333333334,-0.4375,-0.2916666666666667,2.4583333333333335,0.0
e_n-1$start1-+-t_n+1$0.0-5.0,1.0,0.0,0.0,0.0,0.0,0.0
e_n-1$e-+-e_n-2$c-+-t_n-1$6.0-12.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-e_n-2$c-+-tq_n-1$q2,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-tq_n-1$q2-+-tq_n-2$q2,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$c-+-t_n$6.0-12.0,0.0,0.03571428571428571,0.9642857142857143,0.0,0.0,0.0
e_n-1$c-+-tq_n$q2,0.0,0.017857142857142856,0.9821428571428571,0.0,0.0,0.0
e_n-1$c-+-t_n-1$0.0-5.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-p_n-1$0.0,0.0,0.022727272727272728,0.9772727272727273,0.0,0.0,0.0
e_n-1$c-+-t_n$6.0-12.0-+-t_n-1$0.0-5.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-p_n$0.0-+-p_n-1$0.0,0.0,0.022727272727272728,0.9772727272727273,0.0,0.0,0.0
e_n-1$c-+-tq_n$q2-+-tq_n-1$q2,0.0,0.017857142857142856,0.9821428571428571,0.0,0.0,0.0
e_n-1$c-+-e_n-2$a,0.0,0.022727272727272728,0.9772727272727273,0.0,0.0,0.0
e_n-1$c-+-e_n-2$a-+-t_n-1$0.0-5.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-e_n-2$a-+-p_n-1$0.0,0.0,0.022727272727272728,0.9772727272727273,0.0,0.0,0.0
e_n-1$c-+-e_n-2$a-+-tq_n-1$q2,0.0,0.022727272727272728,0.9772727272727273,0.0,0.0,0.0
e_n-1$c-+-t_n-1$0.0-5.0-+-t_n-2$13.0-19.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-p_n-1$0.0-+-p_n-2$0.0,0.0,0.022727272727272728,0.9772727272727273,0.0,0.0,0.0
e_n-1$c-+-tq_n-1$q2-+-tq_n-2$q1,0.0,0.022727272727272728,0.9772727272727273,0.0,0.0,0.0
e_n-1$a-+-t_n-1$13.0-19.0,-0.7777777777777778,-0.9583333333333334,1.1805555555555556,0.7638888888888888,-0.20833333333333334,0.0
e_n-1$a-+-t_n$0.0-5.0-+-t_n-1$13.0-19.0,0.0,0.0,-0.05,1.05,-1.0,0.0
e_n-1$a-+-e_n-2$start2-+-t_n-1$13.0-19.0,-0.7777777777777778,-0.9583333333333334,1.1805555555555556,0.7638888888888888,-0.20833333333333334,0.0
e_n-1$a-+-t_n-1$13.0-19.0-+-t_n-2$-82,-0.7777777777777778,-0.9583333333333334,1.1805555555555556,0.7638888888888888,-0.20833333333333334,0.0
e_n-1$start1-+-t_n$13.0-19.0,1.0,0.0,0.0,0.0,0.0,0.0
e_n-1$start1-+-t_n$13.0-19.0-+-t_n-1$-81,1.0,0.0,0.0,0.0,0.0,0.0
e_n-1$e-+-e_n-2$a,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-e_n-2$a-+-t_n-1$6.0-12.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-e_n-2$a-+-p_n-1$0.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-e_n-2$a-+-tq_n-1$q2,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-t_n-1$6.0-12.0-+-t_n-2$6.0-12.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-tq_n-1$q2-+-tq_n-2$q1,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$a-+-t_n-1$6.0-12.0,0.0,1.0,-0.36363636363636365,-0.6363636363636364,0.0,0.0
e_n-1$a-+-t_n$6.0-12.0-+-t_n-1$6.0-12.0,0.0,1.0,-1.7,0.7,0.0,0.0
e_n-1$a-+-e_n-2$start2-+-t_n-1$6.0-12.0,0.0,1.0,-0.36363636363636365,-0.6363636363636364,0.0,0.0
e_n-1$a-+-t_n-1$6.0-12.0-+-t_n-2$-82,0.0,1.0,-0.36363636363636365,-0.6363636363636364,0.0,0.0
e_n-1$a-+-t_n+1$-91,0.0,2.95,-1.15,-1.0,-0.8,0.0
e_n-1$a-+-p_n+1$-91.0,0.0,2.95,-1.15,-1.0,-0.8,0.0
e_n-1$a-+-tq_n+1$qE,0.0,2.95,-1.15,-1.0,-0.8,0.0
e_n-1$start1-+-t_n$6.0-12.0,1.0,0.0,0.0,0.0,0.0,0.0
e_n-1$start1-+-t_n$6.0-12.0-+-t_n-1$-81,1.0,0.0,0.0,0.0,0.0,0.0
e_n-1$e-+-e_n-2$b,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-e_n-2$b-+-t_n-1$0.0-5.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-e_n-2$b-+-p_n-1$0.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-e_n-2$b-+-tq_n-1$q2,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-t_n-1$0.0-5.0-+-t_n-2$6.0-12.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$b-+-t_n$0.0-5.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-p_n$0.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-t_n$0.0-5.0-+-t_n-1$6.0-12.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-p_n$0.0-+-p_n-1$0.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-e_n-2$c,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-e_n-2$c-+-t_n-1$6.0-12.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-e_n-2$c-+-p_n-1$0.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-e_n-2$c-+-tq_n-1$q2,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-t_n-1$6.0-12.0-+-t_n-2$6.0-12.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-tq_n-1$q2-+-tq_n-2$q2,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-t_n+1$-91,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-p_n+1$-91.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-tq_n+1$qE,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-t_n-1$6.0-12.0,0.0,-1.0,1.0,0.0,0.0,0.0
e_n-1$c-+-t_n$6.0-12.0-+-t_n-1$6.0-12.0,0.0,-1.0,1.0,0.0,0.0,0.0
e_n-1$c-+-e_n-2$a-+-t_n-1$6.0-12.0,0.0,-1.0,1.0,0.0,0.0,0.0
e_n-1$c-+-t_n-1$6.0-12.0-+-t_n-2$13.0-19.0,0.0,-1.0,1.0,0.0,0.0,0.0
e_n-1$c-+-t_n+1$0.0-5.0,0.0,-1.0,1.0,0.0,0.0,0.0
e_n-1$c-+-p_n+1$0.0,0.0,-1.0,1.0,0.0,0.0,0.0
e_n-1$c-+-tq_n+1$q2,0.0,-1.0,1.0,0.0,0.0,0.0
e_n-1$a-+-t_n$6.0-12.0-+-t_n-1$13.0-19.0,-0.8214285714285714,0.0,0.21428571428571427,-0.25,0.8571428571428571,0.0
e_n-1$e-+-t_n-1$13.0-19.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-t_n$-91-+-t_n-1$13.0-19.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-e_n-2$c-+-t_n-1$13.0-19.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-t_n-1$13.0-19.0-+-t_n-2$0.0-5.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$c-+-t_n$13.0-19.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-t_n$13.0-19.0-+-t_n-1$0.0-5.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-e_n-2$b-+-t_n-1$0.0-5.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-t_n-1$0.0-5.0-+-t_n-2$0.0-5.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-t_n-1$0.0-5.0,0.0,0.0,0.0,1.0,0.0,0.0
e_n-1$b-+-t_n$0.0-5.0-+-t_n-1$0.0-5.0,0.0,0.0,0.0,1.0,0.0,0.0
e_n-1$b-+-e_n-2$a-+-t_n-1$0.0-5.0,0.0,0.0,0.0,1.0,0.0,0.0
e_n-1$b-+-t_n-1$0.0-5.0-+-t_n-2$0.0-5.0,0.0,0.0,0.0,1.0,0.0,0.0
e_n-1$b-+-t_n+1$13.0-19.0,0.0,0.0,0.0,1.0,0.0,0.0
e_n-1$b-+-tq_n+1$q2,0.0,0.0,0.0,1.0,0.0,0.0
e_n-1$a-+-t_n+1$0.0-5.0,0.0,-0.027777777777777776,0.4722222222222222,-0.5277777777777778,0.08333333333333333,0.0
e_n-1$a-+-tq_n+1$q4,0.0,0.0,-1.0,-0.875,1.875,0.0
e_n-1$c-+-e_n-2$b-+-t_n-1$6.0-12.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-t_n-1$6.0-12.0-+-t_n-2$0.0-5.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-t_n$6.0-12.0,0.0,0.0,0.0,1.0,0.0,0.0
e_n-1$b-+-t_n$6.0-12.0-+-t_n-1$0.0-5.0,0.0,0.0,0.0,1.0,0.0,0.0
e_n-1$b-+-t_n-1$0.0-5.0-+-t_n-2$13.0-19.0,0.0,0.0,0.0,1.0,0.0,0.0
e_n-1$b-+-t_n+1$6.0-12.0,0.0,0.0,0.0,1.0,0.0,0.0
e_n-1$e-+-t_n-1$13.0-19.0-+-t_n-2$13.0-19.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$c-+-t_n$13.0-19.0-+-t_n-1$13.0-19.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-t_n-1$13.0-19.0-+-t_n-2$0.0-5.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-t_n$13.0-19.0-+-t_n-1$0.0-5.0,0.0,0.0,0.0,1.0,0.0,0.0
e_n-1$b-+-t_n-1$0.0-5.0-+-t_n-2$6.0-12.0,0.0,0.0,0.0,1.0,0.0,0.0
e_n-1$a-+-t_n$0.0-5.0-+-t_n-1$6.0-12.0,0.0,0.0,1.4166666666666667,-0.4166666666666667,0.0,0.0
e_n-1$e-+-e_n-2$d-+-t_n-1$13.0-19.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$d-+-t_n$13.0-19.0-+-t_n-1$0.0-5.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$d-+-t_n-1$0.0-5.0-+-t_n-2$6.0-12.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$e-+-e_n-2$b-+-t_n-1$13.0-19.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$b-+-t_n-1$13.0-19.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-t_n$13.0-19.0-+-t_n-1$13.0-19.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-e_n-2$c-+-t_n-1$13.0-19.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-t_n-1$13.0-19.0-+-t_n-2$6.0-12.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-t_n$13.0-19.0-+-t_n-1$6.0-12.0,0.0,0.0,1.0,0.0,0.0,0.0
e_n-1$c-+-t_n-1$6.0-12.0-+-t_n-2$6.0-12.0,0.0,0.0,1.0,0.0,0.0,0.0
e_n-1$c-+-t_n+1$13.0-19.0,0.0,0.0,1.0,0.0,0.0,0.0
e_n-1$e-+-t_n-1$13.0-19.0-+-t_n-2$6.0-12.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$b-+-t_n$6.0-12.0-+-t_n-1$13.0-19.0,0.0,0.0,0.0,1.0,0.0,0.0
e_n-1$b-+-e_n-2$a-+-t_n-1$13.0-19.0,0.0,0.0,0.0,1.0,0.0,0.0
e_n-1$a-+-t_n$13.0-19.0-+-t_n-1$6.0-12.0,0.0,0.0,1.0,-1.0,0.0,0.0
e_n-1$a-+-t_n$13.0-19.0-+-t_n-1$13.0-19.0,0.0,-0.9583333333333334,0.9583333333333334,0.0,1.0,0.0
e_n-1$e-+-e_n-2$b-+-t_n-1$6.0-12.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-e_n-2$b-+-tq_n-1$q4,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-t_n-1$6.0-12.0-+-t_n-2$13.0-19.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$b-+-tq_n$q4,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-tq_n$q4-+-tq_n-1$q2,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-t_n-1$13.0-19.0-+-t_n-2$13.0-19.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-e_n-2$a-+-t_n-1$13.0-19.0,0.0,0.0,1.0,0.0,0.0,0.0
e_n-1$c-+-t_n+1$6.0-12.0,0.0,0.0,1.0,0.0,0.0,0.0
e_n-1$c-+-tq_n+1$q4,0.0,0.0,1.0,0.0,0.0,0.0
e_n-1$d-+-t_n-1$6.0-12.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$d-+-t_n$6.0-12.0-+-t_n-1$6.0-12.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$d-+-e_n-2$a-+-t_n-1$6.0-12.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$d-+-t_n-1$6.0-12.0-+-t_n-2$0.0-5.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-t_n$6.0-12.0-+-t_n-1$6.0-12.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-t_n$6.0-12.0-+-t_n-1$13.0-19.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-t_n-1$13.0-19.0-+-t_n-2$13.0-19.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$d-+-e_n-2$d-+-t_n-1$6.0-12.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$d-+-t_n-1$6.0-12.0-+-t_n-2$13.0-19.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$d-+-t_n$6.0-12.0-+-t_n-1$13.0-19.0,0.0,0.0,0.0,0.0,1.0,0.0
e_n-1$d-+-t_n+1$6.0-12.0,0.0,0.0,0.0,0.0,1.0,0.0
e_n-1$b-+-e_n-2$c-+-t_n-1$0.0-5.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$e-+-t_n-1$0.0-5.0-+-t_n-2$0.0-5.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$c-+-t_n$0.0-5.0-+-t_n-1$0.0-5.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$c-+-t_n-1$0.0-5.0-+-t_n-2$6.0-12.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-t_n-1$6.0-12.0-+-t_n-2$13.0-19.0,0.0,0.0,0.0,1.0,0.0,0.0
e_n-1$c-+-t_n$0.0-5.0-+-t_n-1$6.0-12.0,0.0,0.0,1.0,0.0,0.0,0.0
e_n-1$d-+-t_n-1$13.0-19.0-+-t_n-2$6.0-12.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$b-+-t_n-1$13.0-19.0-+-t_n-2$0.0-5.0,0.0,0.0,0.0,1.0,0.0,0.0
e_n-1$e-+-e_n-2$a-+-tq_n-1$q4,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-tq_n-1$q4-+-tq_n-2$q1,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$a-+-tq_n$q4,0.0,1.875,0.0,0.0,-0.875,0.0
e_n-1$a-+-tq_n$q4-+-tq_n-1$q1,0.0,1.875,0.0,0.0,-0.875,0.0
e_n-1$start1-+-tq_n+1$q4,1.0,0.0,0.0,0.0,0.0,0.0
e_n-1$b-+-t_n$0.0-5.0-+-t_n-1$13.0-19.0,0.0,1.0,0.0,0.0,0.0,0.0
e_n-1$d-+-tq_n+1$q2,0.0,0.0,0.0,0.0,1.0,0.0
e_n-1$e-+-e_n-2$a-+-t_n-1$0.0-5.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-e_n-2$a-+-t_n-1$13.0-19.0,0.0,0.0,0.0,0.0,0.0,1.0
t_n$-91,0.0,0.0,0.0,0.0,0.0,1.0
p_n$-91.0,0.0,0.0,0.0,0.0,0.0,1.0
tq_n$qE,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e,0.0,0.0,0.0,0.0,0.0,1.0
t_n-1$0.0-5.0,0.0,1.7364864864864864,-0.7432432432432432,-1.1283783783783783,0.13513513513513514,1.0
p_n-1$0.0,-0.7577519379844961,-0.18410852713178294,0.9321705426356589,0.03682170542635659,-0.027131782945736434,1.0
tq_n-1$q4,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-t_n$-91,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-p_n$-91.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-tq_n$qE,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-t_n-1$0.0-5.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-p_n-1$0.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-tq_n-1$q4,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-t_n$-91-+-t_n-1$0.0-5.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-p_n$-91.0-+-p_n-1$0.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-tq_n$qE-+-tq_n-1$q4,0.0,0.0,0.0,0.0,0.0,1.0
e_n-2$d,0.0,-0.9705882352941176,0.0,0.0,0.9705882352941176,1.0
t_n-2$13.0-19.0,0.0,-1.961111111111111,0.9722222222222222,0.0,0.9888888888888889,1.0
p_n-2$0.0,0.0,-0.9775280898876404,0.9634831460674157,0.0056179775280898875,0.008426966292134831,1.0
tq_n-2$q3,0.0,-0.9705882352941176,0.0,0.0,0.9705882352941176,1.0
e_n-1$e-+-e_n-2$d,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-e_n-2$d-+-t_n-1$0.0-5.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-e_n-2$d-+-p_n-1$0.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-e_n-2$d-+-tq_n-1$q4,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-t_n-1$0.0-5.0-+-t_n-2$13.0-19.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-p_n-1$0.0-+-p_n-2$0.0,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-tq_n-1$q4-+-tq_n-2$q3,0.0,0.0,0.0,0.0,0.0,1.0
t_n+1$-91,0.0,3.678125,-0.95625,-1.95625,-0.765625,1.0
p_n+1$-91,0.0,0.0,0.0,0.0,0.0,1.0
tq_n+1$qE1,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-t_n+1$-91,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-p_n+1$-91,0.0,0.0,0.0,0.0,0.0,1.0
e_n-1$e-+-tq_n+1$qE1,0.0,0.0,0.0,0.0,0.0,1.0